,Marginal,Node,Level,Branch,OR_Details,Additional_Stat,Tree
45,-147.68683158694327,SLC35B2,15,0,"['SLC35B2', 7, 2, 47, 279, 20.776596]",-147.68683158694327,110
46,-133.84962615092124,ATAD1,16,0,"['ATAD1', 3, 105, 44, 174, 0.11298701]",-133.84962615092124,110
47,-110.79721043065712,INO80D,17,0,"['INO80D', 5, 0, 39, 174, inf]",-110.79721043065712,110
48,-102.5921408156294,ZNF568,18,0,"['ZNF568', 6, 1, 33, 173, 31.454544]",-102.5921408156294,110
49,-92.95961222515622,SOX7,19,0,"['SOX7', 4, 0, 29, 173, inf]",-92.95961222515622,110
50,-85.27763209074533,0,19,0,"['SOX7', 0, 0, 29, 173, nan]",-85.27763209074533,110
51,-7.363079361469717,0,19,1,"['SOX7', 4, 0, 0, 0, nan]",-7.363079361469717,110
52,-8.105016706199095,0,18,1,"['ZNF568', 6, 1, 0, 0, nan]",-8.105016706199095,110
53,-6.970036773360111,0,17,1,"['INO80D', 5, 0, 0, 0, nan]",-6.970036773360111,110
54,-15.325475448922372,0,16,1,"['ATAD1', 3, 105, 0, 0, nan]",-15.325475448922372,110
55,-7.78096698957644,0,15,1,"['SLC35B2', 7, 2, 0, 0, nan]",-7.78096698957644,110
56,-6.106990556004769,0,14,1,"['SLCO1B1', 5, 0, 0, 0, nan]",-6.106990556004769,110
57,-6.33013410731898,0,13,1,"['PROKR2', 9, 0, 0, 0, nan]",-6.33013410731898,110
58,-9.76210314764789,0,11,1,"['ANKRD40', 9, 5, 0, 0, nan]",-9.76210314764789,110
59,-13.715617014763856,0,10,1,"['DNAAF3', 11, 9, 0, 0, nan]",-13.715617014763856,110
60,-34.09720698113152,BLMH,10,1,"['BLMH', 6, 0, 14, 30, inf]",-34.09720698113152,110
61,-26.479333955092944,TMEM196,11,0,"['TMEM196', 6, 0, 8, 30, inf]",-26.479333955092944,110
62,-19.361508206364444,0,11,0,"['TMEM196', 0, 0, 8, 30, nan]",-19.361508206364444,110
63,-5.398095018476685,0,11,1,"['TMEM196', 6, 0, 0, 0, nan]",-5.398095018476685,110
64,-5.110412946024903,0,10,1,"['BLMH', 6, 0, 0, 0, nan]",-5.110412946024903,110
65,-10.73003711267388,PLXNB2,9,1,"['PLXNB2', 0, 3, 10, 2, 0.0]",-10.73003711267388,110
66,-6.373328285984289,0,9,0,"['PLXNB2', 0, 0, 10, 2, nan]",-6.373328285984289,110
67,-4.2631150856377,0,9,1,"['PLXNB2', 0, 3, 0, 0, nan]",-4.2631150856377,110
68,-26.824852110008464,0,7,1,"['AKT1', 17, 20, 0, 0, nan]",-26.824852110008464,110
69,-20.88489678413447,PTPRB,7,1,"['PTPRB', 7, 0, 9, 14, inf]",-20.88489678413447,110
70,-13.659831284735876,DLG5,8,0,"['DLG5', 6, 0, 3, 14, inf]",-13.659831284735876,110
71,-6.683483214288129,0,8,0,"['DLG5', 0, 0, 3, 14, nan]",-6.683483214288129,110
72,-4.5350488011213415,0,8,1,"['DLG5', 6, 0, 0, 0, nan]",-4.5350488011213415,110
73,-4.380898121294083,0,7,1,"['PTPRB', 7, 0, 0, 0, nan]",-4.380898121294083,110
74,-48.78451812570122,KCNQ3,6,1,"['KCNQ3', 9, 0, 21, 49, inf]",-48.78451812570122,110
75,-40.83725607856884,FGF19,7,0,"['FGF19', 6, 0, 15, 49, inf]",-40.83725607856884,110
76,-33.051232953093546,YLPM1,8,0,"['YLPM1', 5, 0, 10, 49, inf]",-33.051232953093546,110
77,-27.280376112772984,FXR1,9,0,"['FXR1', 3, 0, 7, 49, inf]",-27.280376112772984,110
78,-22.35170373612053,IFNA8,10,0,"['IFNA8', 3, 1, 4, 48, 36.0]",-22.35170373612053,110
79,-15.305636841340878,0,10,0,"['IFNA8', 0, 0, 4, 48, nan]",-15.305636841340878,110
80,-5.243944338649426,0,10,1,"['IFNA8', 3, 1, 0, 0, nan]",-5.243944338649426,110
81,-4.2631150856377,0,9,1,"['FXR1', 3, 0, 0, 0, nan]",-4.2631150856377,110
82,-4.380898121294083,0,8,1,"['YLPM1', 5, 0, 0, 0, nan]",-4.380898121294083,110
83,-4.247366728669561,0,7,1,"['FGF19', 6, 0, 0, 0, nan]",-4.247366728669561,110
84,-4.316359600156513,0,6,1,"['KCNQ3', 9, 0, 0, 0, nan]",-4.316359600156513,110
85,-26.44364397954583,OPLAH,5,1,"['OPLAH', 0, 10, 22, 11, 0.0]",-26.44364397954583,110
86,-20.83760006943141,DTX2,6,0,"['DTX2', 8, 10, 14, 1, 0.057142857]",-20.83760006943141,110
87,-5.414971888824622,0,6,0,"['DTX2', 0, 0, 14, 1, nan]",-5.414971888824622,110
88,-13.240017400014,PTEN,7,1,"['PTEN', 4, 0, 4, 10, inf]",-13.240017400014,110
89,-8.570552863320508,0,7,0,"['PTEN', 0, 0, 4, 10, nan]",-8.570552863320508,110
90,-3.9108944920483473,0,7,1,"['PTEN', 4, 0, 0, 0, nan]",-3.9108944920483473,110
91,-4.123987707509056,0,5,1,"['OPLAH', 0, 10, 0, 0, nan]",-4.123987707509056,110
92,-96.82142225112064,PAMR1,4,1,"['PAMR1', 10, 0, 43, 110, inf]",-96.82142225112064,110
93,-86.19456219780987,PIWIL1,5,0,"['PIWIL1', 8, 0, 35, 110, inf]",-86.19456219780987,110
94,-77.31248123655567,ELF3,6,0,"['ELF3', 6, 0, 29, 110, inf]",-77.31248123655567,110
95,-69.2823163457745,MYF5,7,0,"['MYF5', 5, 0, 24, 110, inf]",-69.2823163457745,110
96,-63.87566010314248,CPAMD8,8,0,"['CPAMD8', 3, 0, 21, 110, inf]",-63.87566010314248,110
97,-58.41641464574428,SCUBE3,9,0,"['SCUBE3', 4, 1, 17, 109, 25.647058]",-58.41641464574428,110
98,-50.494263234339805,DDHD1,10,0,"['DDHD1', 3, 0, 14, 109, inf]",-50.494263234339805,110
99,-44.03437167794559,PIK3C2A,11,0,"['PIK3C2A', 3, 0, 11, 109, inf]",-44.03437167794559,110
100,-37.29149080173674,APOBR,12,0,"['APOBR', 4, 2, 7, 107, 30.571428]",-37.29149080173674,110
101,-28.28036385422482,ATR,13,0,"['ATR', 2, 0, 5, 107, inf]",-28.28036385422482,110
102,-22.11789151022308,GRIK2,14,0,"['GRIK2', 2, 0, 3, 107, inf]",-22.11789151022308,110
103,-14.787322484798237,0,14,0,"['GRIK2', 0, 0, 3, 107, nan]",-14.787322484798237,110
104,-5.413843375444824,0,14,1,"['GRIK2', 2, 0, 0, 0, nan]",-5.413843375444824,110
105,-5.126161302993042,0,13,1,"['ATR', 2, 0, 0, 0, nan]",-5.126161302993042,110
106,-6.447917142975362,0,12,1,"['APOBR', 4, 2, 0, 0, nan]",-6.447917142975362,110
107,-4.838479230541262,0,11,1,"['PIK3C2A', 3, 0, 0, 0, nan]",-4.838479230541262,110
108,-4.55079715808948,0,10,1,"['DDHD1', 3, 0, 0, 0, nan]",-4.55079715808948,110
109,-5.179405817511855,0,9,1,"['SCUBE3', 4, 1, 0, 0, nan]",-5.179405817511855,110
110,-3.975433013185919,0,8,1,"['CPAMD8', 3, 0, 0, 0, nan]",-3.975433013185919,110
111,-4.093216048842303,0,7,1,"['MYF5', 5, 0, 0, 0, nan]",-4.093216048842303,110
112,-3.95968465621778,0,6,1,"['ELF3', 6, 0, 0, 0, nan]",-3.95968465621778,110
113,-3.923317012046904,0,5,1,"['PIWIL1', 8, 0, 0, 0, nan]",-3.923317012046904,110
114,-3.836305635057275,0,4,1,"['PAMR1', 10, 0, 0, 0, nan]",-3.836305635057275,110
115,-541.2905607195677,ABCC5,3,1,"['ABCC5', 21, 226, 230, 520, 0.2100808]",-541.2905607195677,110
116,-455.2885227943361,PDP1,4,0,"['PDP1', 28, 13, 202, 507, 5.405941]",-455.2885227943361,110
117,-416.2864701468032,SH2B1,5,0,"['SH2B1', 23, 9, 179, 498, 7.1098695]",-416.2864701468032,110
118,-384.5813932213685,SCYL2,6,0,"['SCYL2', 12, 1, 167, 497, 35.712574]",-384.5813932213685,110
119,-368.67029525248495,APC,7,0,"['APC', 2, 66, 165, 431, 0.07915519]",-368.67029525248495,110
120,-349.64749656570325,USP10,8,0,"['USP10', 9, 1, 156, 430, 24.807692]",-349.64749656570325,110
121,-337.93734128337496,GGH,9,0,"['GGH', 7, 0, 149, 430, inf]",-337.93734128337496,110
122,-328.68590752504656,NSL1,10,0,"['NSL1', 13, 5, 136, 425, 8.125]",-328.68590752504656,110
123,-310.3211557787848,SH3KBP1,11,0,"['SH3KBP1', 6, 0, 130, 425, inf]",-310.3211557787848,110
124,-301.79945574898875,ERCC6L,12,0,"['ERCC6L', 6, 0, 124, 425, inf]",-301.79945574898875,110
125,-293.29051457454835,FAT1,13,0,"['FAT1', 2, 57, 122, 368, 0.105838366]",-293.29051457454835,110
126,-276.8060981934933,CTSD,14,0,"['CTSD', 5, 0, 117, 368, inf]",-276.8060981934933,110
127,-269.9076595980613,FAM135A,15,0,"['FAM135A', 5, 0, 112, 368, inf]",-269.9076595980613,110
128,-262.8388490234683,PRDM8,16,0,"['PRDM8', 5, 0, 107, 368, inf]",-262.8388490234683,110
129,-255.58986490798333,WDR13,17,0,"['WDR13', 5, 0, 102, 368, inf]",-255.58986490798333,110
130,-248.58006981306707,CD248,18,0,"['CD248', 6, 1, 96, 367, 22.9375]",-248.58006981306707,110
131,-239.00276911282856,MUC16,19,0,"['MUC16', 1, 49, 95, 318, 0.068313636]",-239.00276911282856,110
132,-224.43593917073045,0,19,0,"['MUC16', 0, 0, 95, 318, nan]",-224.43593917073045,110
133,-10.358811635023716,0,19,1,"['MUC16', 1, 49, 0, 0, nan]",-10.358811635023716,110
134,-8.105016706199095,0,18,1,"['CD248', 6, 1, 0, 0, nan]",-8.105016706199095,110
135,-6.970036773360111,0,17,1,"['WDR13', 5, 0, 0, 0, nan]",-6.970036773360111,110
136,-6.682354700908331,0,16,1,"['PRDM8', 5, 0, 0, 0, nan]",-6.682354700908331,110
137,-6.39467262845655,0,15,1,"['FAM135A', 5, 0, 0, 0, nan]",-6.39467262845655,110
138,-6.106990556004769,0,14,1,"['CTSD', 5, 0, 0, 0, nan]",-6.106990556004769,110
139,-10.55550693194746,0,13,1,"['FAT1', 2, 57, 0, 0, nan]",-10.55550693194746,110
140,-5.685777090928465,0,12,1,"['ERCC6L', 6, 0, 0, 0, nan]",-5.685777090928465,110
141,-5.398095018476685,0,11,1,"['SH3KBP1', 6, 0, 0, 0, nan]",-5.398095018476685,110
142,-11.977346230486791,0,10,1,"['NSL1', 13, 5, 0, 0, nan]",-11.977346230486791,110
143,-4.956262266197645,0,9,1,"['GGH', 7, 0, 0, 0, nan]",-4.956262266197645,110
144,-5.58487092562002,0,8,1,"['USP10', 9, 1, 0, 0, nan]",-5.58487092562002,110
145,-7.604761487673339,0,7,1,"['APC', 2, 66, 0, 0, nan]",-7.604761487673339,110
146,-5.271871045183948,0,6,1,"['SCYL2', 12, 1, 0, 0, nan]",-5.271871045183948,110
147,-19.58469636488625,PRRC2C,6,1,"['PRRC2C', 0, 3, 23, 6, 0.0]",-19.58469636488625,110
148,-14.297807694161843,0,6,0,"['PRRC2C', 0, 0, 23, 6, nan]",-14.297807694161843,110
149,-3.400068868282357,0,6,1,"['PRRC2C', 0, 3, 0, 0, nan]",-3.400068868282357,110
150,-22.59157320299332,UBXN2B,5,1,"['UBXN2B', 6, 11, 22, 2, 0.049586777]",-22.59157320299332,110
151,-8.171812254096263,0,5,0,"['UBXN2B', 0, 0, 22, 2, nan]",-8.171812254096263,110
152,-11.717590864569528,0,5,1,"['UBXN2B', 6, 11, 0, 0, nan]",-11.717590864569528,110
153,-64.77853531998193,ZNF648,4,1,"['ZNF648', 7, 3, 14, 223, 37.166664]",-64.77853531998193,110
154,-50.55187545500594,TMCO1,5,0,"['TMCO1', 3, 0, 11, 223, inf]",-50.55187545500594,110
155,-43.98876384687077,ADAMTS16,6,0,"['ADAMTS16', 5, 11, 6, 212, 16.060606]",-43.98876384687077,110
156,-26.78741493556614,SH3GL2,7,0,"['SH3GL2', 2, 0, 4, 212, inf]",-26.78741493556614,110
157,-21.758205900142137,OR5J2,8,0,"['OR5J2', 2, 3, 2, 209, 69.66667]",-21.758205900142137,110
158,-13.981251496819652,VLDLR,9,0,"['VLDLR', 1, 0, 1, 209, inf]",-13.981251496819652,110
159,-10.010914445710736,0,9,0,"['VLDLR', 0, 0, 1, 209, nan]",-10.010914445710736,110
160,-3.569967905077754,0,9,1,"['VLDLR', 1, 0, 0, 0, nan]",-3.569967905077754,110
161,-5.074045301854028,0,8,1,"['OR5J2', 2, 3, 0, 0, nan]",-5.074045301854028,110
162,-3.4000688682823568,0,7,1,"['SH3GL2', 2, 0, 0, 0, nan]",-3.4000688682823568,110
163,-10.395835024587209,DNAH5,7,1,"['DNAH5', 2, 11, 3, 0, 0.0]",-10.395835024587209,110
164,-3.687750940734138,0,7,0,"['DNAH5', 0, 0, 3, 0, nan]",-3.687750940734138,110
165,-5.8849755180703545,0,7,1,"['DNAH5', 2, 11, 0, 0, nan]",-5.8849755180703545,110
166,-3.1123867958305764,0,5,1,"['TMCO1', 3, 0, 0, 0, nan]",-3.1123867958305764,110
167,-4.904146265058632,0,4,1,"['ZNF648', 7, 3, 0, 0, nan]",-4.904146265058632,110
168,-56.78073794223277,CIZ1,2,1,"['CIZ1', 0, 8, 55, 27, 0.0]",-56.78073794223277,110
169,-49.47848196653297,TP53,3,0,"['TP53', 6, 13, 49, 14, 0.13186814]",-49.47848196653297,110
170,-30.10874519405832,NALCN,4,0,"['NALCN', 0, 5, 49, 9, 0.0]",-30.10874519405832,110
171,-23.698304616099968,APC,5,0,"['APC', 1, 4, 48, 5, 0.026041666]",-23.698304616099968,110
172,-16.719857908995287,0,5,0,"['APC', 0, 0, 48, 5, nan]",-16.719857908995287,110
173,-4.028677527704731,0,5,1,"['APC', 1, 4, 0, 0, nan]",-4.028677527704731,110
174,-3.23016983148696,0,4,1,"['NALCN', 0, 5, 0, 0, nan]",-3.23016983148696,110
175,-10.092404595167292,NFE2L1,4,1,"['NFE2L1', 1, 12, 5, 1, 0.016666668]",-10.092404595167292,110
176,-3.923317012046905,0,4,0,"['NFE2L1', 0, 0, 5, 1, nan]",-3.923317012046905,110
177,-4.696506900280385,0,4,1,"['NFE2L1', 1, 12, 0, 0, nan]",-4.696506900280385,110
178,-3.060270794691561,0,2,1,"['CIZ1', 0, 8, 0, 0, nan]",-3.060270794691561,110
0,-2261.488246055917,HEATR6,1,2,"['HEATR6', 70, 84, 776, 4167, 4.474871134020619]",-2261.488246055917,111
1,-2129.1796482914733,PIK3CA,2,0,"['PIK3CA', 237, 766, 539, 3401, 1.9522591]",-2129.1796482914733,111
2,-1556.1956250564392,PIK3R1,3,0,"['PIK3R1', 56, 106, 483, 3295, 3.604047]",-1556.1956250564392,111
3,-1434.6406596464017,AIP,4,0,"['AIP', 33, 57, 450, 3238, 4.165848]",-1434.6406596464017,111
4,-1362.8201111278795,CHIT1,5,0,"['CHIT1', 25, 46, 425, 3192, 4.0818415]",-1362.8201111278795,111
5,-1305.4830477412536,AP2A1,6,0,"['AP2A1', 10, 7, 415, 3185, 10.963856]",-1305.4830477412536,111
6,-1283.4492104151295,BTRC,7,0,"['BTRC', 17, 26, 398, 3159, 5.189698]",-1283.4492104151295,111
7,-1243.8809280789185,CCPG1,8,0,"['CCPG1', 10, 8, 388, 3151, 10.151418]",-1243.8809280789185,111
8,-1221.647927413249,RUNX1,9,0,"['RUNX1', 12, 14, 376, 3137, 7.1512156]",-1221.647927413249,111
9,-1192.5249450540523,OR8B12,10,0,"['OR8B12', 7, 2, 369, 3135, 29.735773]",-1192.5249450540523,111
10,-1177.9926012587136,SIGLEC7,11,0,"['SIGLEC7', 9, 7, 360, 3128, 11.171429]",-1177.9926012587136,111
11,-1157.969151154566,OR4D2,12,0,"['OR4D2', 10, 11, 350, 3117, 8.096105]",-1157.969151154566,111
12,-1134.410403444843,DMBX1,13,0,"['DMBX1', 13, 21, 337, 3096, 5.6871557]",-1134.410403444843,111
13,-1101.5881696351955,SYNE1,14,0,"['SYNE1', 9, 307, 328, 2789, 0.24927506]",-1101.5881696351955,111
14,-1047.736729735661,PSMD6,15,0,"['PSMD6', 5, 0, 323, 2789, inf]",-1047.736729735661,111
15,-1037.7066922757554,KRT1,16,0,"['KRT1', 13, 19, 310, 2770, 6.113752]",-1037.7066922757554,111
16,-1006.2186781051878,TCF12,17,0,"['TCF12', 9, 8, 301, 2762, 10.32309]",-1006.2186781051878,111
17,-985.3526217955684,NUDT3,18,0,"['NUDT3', 9, 9, 292, 2753, 9.428082]",-985.3526217955684,111
18,-963.3863957385148,MAP3K1,19,0,"['MAP3K1', 19, 45, 273, 2708, 4.188197]",-963.3863957385148,111
19,-914.6973983146478,PNMT,20,0,"['PNMT', 21, 59, 252, 2649, 3.7415257]",-914.6973983146478,111
20,-858.5801875969996,TMEM92,21,0,"['TMEM92', 6, 3, 246, 2646, 21.512196]",-858.5801875969996,111
21,-843.7617149243542,TMEM86A,22,0,"['TMEM86A', 6, 3, 240, 2643, 22.025]",-843.7617149243542,111
22,-828.9572135997898,0,22,0,"['TMEM86A', 0, 0, 240, 2643, nan]",-828.9572135997898,111
23,-11.74065164579422,0,22,1,"['TMEM86A', 6, 3, 0, 0, nan]",-11.74065164579422,111
24,-11.45296957334244,0,21,1,"['TMEM92', 6, 3, 0, 0, nan]",-11.45296957334244,111
25,-50.17680009419835,0,20,1,"['PNMT', 21, 59, 0, 0, nan]",-50.17680009419835,111
26,-41.85841952006937,0,19,1,"['MAP3K1', 19, 45, 0, 0, nan]",-41.85841952006937,111
27,-14.03764075328414,0,18,1,"['NUDT3', 9, 9, 0, 0, nan]",-14.03764075328414,111
28,-14.92861367717401,0,17,1,"['TCF12', 9, 8, 0, 0, nan]",-14.92861367717401,111
29,-23.528998459477005,0,16,1,"['KRT1', 13, 19, 0, 0, nan]",-23.528998459477005,111
30,-6.39467262845655,0,15,1,"['PSMD6', 5, 0, 0, 0, nan]",-6.39467262845655,111
31,-31.611746182995915,GAS2L2,15,1,"['GAS2L2', 5, 0, 4, 307, inf]",-31.611746182995915,111
32,-23.58496143591528,0,15,0,"['GAS2L2', 0, 0, 4, 307, nan]",-23.58496143591528,111
33,-6.39467262845655,0,15,1,"['GAS2L2', 5, 0, 0, 0, nan]",-6.39467262845655,111
34,-20.614681577408525,0,13,1,"['DMBX1', 13, 21, 0, 0, nan]",-20.614681577408525,111
35,-14.424512552291942,RYR2,13,1,"['RYR2', 7, 0, 3, 11, inf]",-14.424512552291942,111
36,-7.898750025232822,0,13,0,"['RYR2', 0, 0, 3, 11, nan]",-7.898750025232822,111
37,-6.106990556004769,0,13,1,"['RYR2', 7, 0, 0, 0, nan]",-6.106990556004769,111
38,-11.417730442551363,0,11,1,"['SIGLEC7', 9, 7, 0, 0, nan]",-11.417730442551363,111
39,-6.342556627317536,0,10,1,"['OR8B12', 7, 2, 0, 0, nan]",-6.342556627317536,111
40,-19.61105237364289,0,9,1,"['RUNX1', 12, 14, 0, 0, nan]",-19.61105237364289,111
41,-12.675947261729196,0,8,1,"['CCPG1', 10, 8, 0, 0, nan]",-12.675947261729196,111
42,-27.345396242003964,RSPH1,8,1,"['RSPH1', 7, 0, 10, 26, inf]",-27.345396242003964,111
43,-21.41209060906956,TENM2,9,0,"['TENM2', 4, 0, 6, 26, inf]",-21.41209060906956,111
44,-13.788448662557965,0,9,0,"['TENM2', 0, 0, 6, 26, nan]",-13.788448662557965,111
45,-4.486258636951909,0,9,1,"['TENM2', 4, 0, 0, 0, nan]",-4.486258636951909,111
46,-4.668580193745864,0,8,1,"['RSPH1', 7, 0, 0, 0, nan]",-4.668580193745864,111
47,-10.560138075878484,MUC17,7,1,"['MUC17', 0, 5, 10, 2, 0.0]",-10.560138075878484,111
48,-5.797964141080727,0,7,0,"['MUC17', 0, 0, 10, 2, nan]",-5.797964141080727,111
49,-4.093216048842303,0,7,1,"['MUC17', 0, 5, 0, 0, nan]",-4.093216048842303,111
50,-43.800100485278,EFR3A,6,1,"['EFR3A', 7, 0, 18, 46, inf]",-43.800100485278,111
51,-36.92896851132244,ACTB,7,0,"['ACTB', 5, 0, 13, 46, inf]",-36.92896851132244,111
52,-30.5092891155134,HRASLS,8,0,"['HRASLS', 4, 0, 9, 46, inf]",-30.5092891155134,111
53,-25.187672046540683,SETDB1,9,0,"['SETDB1', 6, 6, 3, 40, 13.333333]",-25.187672046540683,111
54,-11.42667469817358,0,9,0,"['SETDB1', 0, 0, 3, 40, nan]",-11.42667469817358,111
55,-10.015687724463334,0,9,1,"['SETDB1', 6, 6, 0, 0, nan]",-10.015687724463334,111
56,-4.198576564500128,0,8,1,"['HRASLS', 4, 0, 0, 0, nan]",-4.198576564500128,111
57,-4.093216048842303,0,7,1,"['ACTB', 5, 0, 0, 0, nan]",-4.093216048842303,111
58,-4.093216048842303,0,6,1,"['EFR3A', 7, 0, 0, 0, nan]",-4.093216048842303,111
59,-56.03486386361183,STX16,5,1,"['STX16', 10, 1, 23, 56, 24.347826]",-56.03486386361183,111
60,-46.66001176646606,APOH,6,0,"['APOH', 5, 0, 18, 56, inf]",-46.66001176646606,111
61,-40.50412418949182,VPS51,7,0,"['VPS51', 0, 22, 18, 34, 0.0]",-40.50412418949182,111
62,-33.63414830175547,0,7,0,"['VPS51', 0, 0, 18, 34, nan]",-33.63414830175547,111
63,-5.436950795543397,0,7,1,"['VPS51', 0, 22, 0, 0, nan]",-5.436950795543397,111
64,-3.805533976390522,0,6,1,"['APOH', 5, 0, 0, 0, nan]",-3.805533976390522,111
65,-4.817134888069,0,5,1,"['STX16', 10, 1, 0, 0, nan]",-4.817134888069,111
66,-101.27012284938974,GINM1,4,1,"['GINM1', 8, 0, 48, 106, inf]",-101.27012284938974,111
67,-94.04592144956705,DAP3,5,0,"['DAP3', 6, 0, 42, 106, inf]",-94.04592144956705,111
68,-86.46404554942742,FAM234B,6,0,"['FAM234B', 6, 0, 36, 106, inf]",-86.46404554942742,111
69,-79.4814999969005,CYP24A1,7,0,"['CYP24A1', 5, 0, 31, 106, inf]",-79.4814999969005,111
70,-72.41867658938733,PLXNA4,8,0,"['PLXNA4', 6, 1, 25, 105, 25.2]",-72.41867658938733,111
71,-62.77009605835147,CTNNB1,9,0,"['CTNNB1', 11, 10, 14, 95, 7.4642863]",-62.77009605835147,111
72,-39.810069656581206,COL17A1,10,0,"['COL17A1', 5, 1, 9, 94, 52.22222]",-39.810069656581206,111
73,-30.06486003928561,BBS9,11,0,"['BBS9', 3, 0, 6, 94, inf]",-30.06486003928561,111
74,-24.24576671811848,0,11,0,"['BBS9', 0, 0, 6, 94, nan]",-24.24576671811848,111
75,-4.838479230541262,0,11,1,"['BBS9', 3, 0, 0, 0, nan]",-4.838479230541262,111
76,-5.649409446757591,0,10,1,"['COL17A1', 5, 1, 0, 0, nan]",-5.649409446757591,111
77,-16.800144787100976,0,9,1,"['CTNNB1', 11, 10, 0, 0, nan]",-16.800144787100976,111
78,-5.228195981681287,0,8,1,"['PLXNA4', 6, 1, 0, 0, nan]",-5.228195981681287,111
79,-4.093216048842303,0,7,1,"['CYP24A1', 5, 0, 0, 0, nan]",-4.093216048842303,111
80,-3.95968465621778,0,6,1,"['FAM234B', 6, 0, 0, 0, nan]",-3.95968465621778,111
81,-3.672002583765999,0,5,1,"['DAP3', 6, 0, 0, 0, nan]",-3.672002583765999,111
82,-3.635634939595122,0,4,1,"['GINM1', 8, 0, 0, 0, nan]",-3.635634939595122,111
83,-517.640452158961,USP13,3,1,"['USP13', 21, 277, 216, 489, 0.17163056]",-517.640452158961,111
84,-426.322200974824,RIDA,4,0,"['RIDA', 24, 8, 192, 481, 7.515625]",-426.322200974824,111
85,-396.002308516504,FRMPD2,5,0,"['FRMPD2', 14, 2, 178, 479, 18.837078]",-396.002308516504,111
86,-377.5952197607583,RBM14,6,0,"['RBM14', 16, 4, 162, 475, 11.728395]",-377.5952197607583,111
87,-356.1490492929799,NEXN,7,0,"['NEXN', 9, 0, 153, 475, inf]",-356.1490492929799,111
88,-344.7723873095204,TBX3,8,0,"['TBX3', 11, 2, 142, 473, 18.320421]",-344.7723873095204,111
89,-329.7558202735128,FPGT,9,0,"['FPGT', 7, 0, 135, 473, inf]",-329.7558202735128,111
90,-321.4716291975096,DDX58,10,0,"['DDX58', 8, 2, 127, 471, 14.834645]",-321.4716291975096,111
91,-309.52819009024086,DHX34,11,0,"['DHX34', 5, 0, 122, 471, inf]",-309.52819009024086,111
92,-302.2309358246021,GALNT7,12,0,"['GALNT7', 6, 1, 116, 470, 24.310345]",-302.2309358246021,111
93,-293.5479047257588,HSP90B1,13,0,"['HSP90B1', 7, 3, 109, 467, 9.996942]",-293.5479047257588,111
94,-281.54843536867054,CD248,14,0,"['CD248', 4, 0, 105, 467, inf]",-281.54843536867054,111
95,-275.0011202133564,TIMMDC1,15,0,"['TIMMDC1', 4, 0, 101, 467, inf]",-275.0011202133564,111
96,-268.3371288588292,GRIPAP1,16,0,"['GRIPAP1', 6, 2, 95, 465, 14.684211]",-268.3371288588292,111
97,-257.68600845926403,SRSF11,17,0,"['SRSF11', 5, 1, 90, 464, 25.777777]",-257.68600845926403,111
98,-249.8288443914148,NEU3,18,0,"['NEU3', 5, 2, 85, 462, 13.588235]",-249.8288443914148,111
99,-240.373513035004,SNRPB,19,0,"['SNRPB', 5, 2, 80, 460, 14.375]",-240.373513035004,111
100,-231.0730830908981,0,19,0,"['SNRPB', 0, 0, 80, 460, nan]",-231.0730830908981,111
101,-8.644013206931783,0,19,1,"['SNRPB', 5, 2, 0, 0, nan]",-8.644013206931783,111
102,-8.356331134480001,0,18,1,"['NEU3', 5, 2, 0, 0, nan]",-8.356331134480001,111
103,-7.663183953920057,0,17,1,"['SRSF11', 5, 1, 0, 0, nan]",-7.663183953920057,111
104,-7.935117669403698,0,16,1,"['GRIPAP1', 6, 2, 0, 0, nan]",-7.935117669403698,111
105,-6.212351071662594,0,15,1,"['TIMMDC1', 4, 0, 0, 0, nan]",-6.212351071662594,111
106,-5.924668999210814,0,14,1,"['CD248', 4, 0, 0, 0, nan]",-5.924668999210814,111
107,-9.402827422009096,0,13,1,"['HSP90B1', 7, 3, 0, 0, nan]",-9.402827422009096,111
108,-6.37892427148841,0,12,1,"['GALNT7', 6, 1, 0, 0, nan]",-6.37892427148841,111
109,-5.243944338649426,0,11,1,"['DHX34', 5, 0, 0, 0, nan]",-5.243944338649426,111
110,-6.460339662973918,0,10,1,"['DDX58', 8, 2, 0, 0, nan]",-6.460339662973918,111
111,-4.956262266197645,0,9,1,"['FPGT', 7, 0, 0, 0, nan]",-4.956262266197645,111
112,-6.172657590522135,0,8,1,"['TBX3', 11, 2, 0, 0, nan]",-6.172657590522135,111
113,-4.604041672608294,0,7,1,"['NEXN', 9, 0, 0, 0, nan]",-4.604041672608294,111
114,-9.123653970234734,0,6,1,"['RBM14', 16, 4, 0, 0, nan]",-9.123653970234734,111
115,-7.899878538612623,0,5,1,"['FRMPD2', 14, 2, 0, 0, nan]",-7.899878538612623,111
116,-14.42564106567173,FAM57B,5,1,"['FAM57B', 1, 6, 23, 2, 0.014492754]",-14.42564106567173,111
117,-6.0027585537267365,0,5,0,"['FAM57B', 0, 0, 23, 2, nan]",-6.0027585537267365,111
118,-4.3651497643259445,0,5,1,"['FAM57B', 1, 6, 0, 0, nan]",-4.3651497643259445,111
119,-65.66315340631293,OR51E1,4,1,"['OR51E1', 6, 0, 15, 277, inf]",-65.66315340631293,111
120,-53.31119617867332,SNN,5,0,"['SNN', 4, 0, 11, 277, inf]",-53.31119617867332,111
