,Marginal,Node,Level,Branch,OR_Details,Additional_Stat,Tree
0,-2199.1083646447505,PNMT,1,2,"['PNMT', 91, 148, 717, 4141, 3.5511232990312496]",-2199.1083646447505,1
1,-2018.638821425126,PHB,2,0,"['PHB', 24, 17, 693, 4124, 8.401324]",-2018.638821425126,1
2,-1973.456498677544,PTEN,3,0,"['PTEN', 134, 438, 559, 3686, 2.0173173]",-1973.456498677544,1
3,-1645.1190106977904,UNC93B1,4,0,"['UNC93B1', 40, 81, 519, 3605, 3.4301481]",-1645.1190106977904,1
4,-1551.9662076805585,CA12,5,0,"['CA12', 14, 8, 505, 3597, 12.464851]",-1551.9662076805585,1
5,-1523.974560320696,USP10,6,0,"['USP10', 15, 13, 490, 3584, 8.43956]",-1523.974560320696,1
6,-1490.9045369279224,NPBWR1,7,0,"['NPBWR1', 34, 74, 456, 3510, 3.5366285]",-1490.9045369279224,1
7,-1411.582813131684,GSPT2,8,0,"['GSPT2', 14, 16, 442, 3494, 6.9168553]",-1411.582813131684,1
8,-1380.4728447324053,CELA1,9,0,"['CELA1', 12, 13, 430, 3481, 7.47263]",-1380.4728447324053,1
9,-1352.3615412811805,BRAF,10,0,"['BRAF', 1, 147, 429, 3334, 0.052867763]",-1352.3615412811805,1
10,-1333.5081898823582,PKNOX1,11,0,"['PKNOX1', 8, 4, 421, 3330, 15.819477]",-1333.5081898823582,1
11,-1315.6989385421618,TP53,12,0,"['TP53', 132, 1473, 289, 1857, 0.575818]",-1315.6989385421618,1
12,-846.4128867350455,GATA3,13,0,"['GATA3', 26, 49, 263, 1808, 3.647707]",-846.4128867350455,1
13,-787.763953943652,IAH1,14,0,"['IAH1', 6, 1, 257, 1807, 42.18677]",-787.763953943652,1
14,-775.5288380097799,CLK2,15,0,"['CLK2', 20, 36, 237, 1771, 4.15143]",-775.5288380097799,1
15,-729.8788363694553,RAP1GDS1,16,0,"['RAP1GDS1', 6, 2, 231, 1769, 22.974028]",-729.8788363694553,1
16,-717.5874828309476,TMEM201,17,0,"['TMEM201', 4, 0, 227, 1769, inf]",-717.5874828309476,1
17,-709.4796824714385,MBTD1,18,0,"['MBTD1', 8, 7, 219, 1762, 9.195043]",-709.4796824714385,1
18,-691.3363722515951,ENTPD7,19,0,"['ENTPD7', 6, 3, 213, 1759, 16.516432]",-691.3363722515951,1
19,-677.9022029392206,AADACL4,20,0,"['AADACL4', 7, 5, 206, 1754, 11.920388]",-677.9022029392206,1
20,-662.6752418135006,CHIC2,21,0,"['CHIC2', 6, 4, 200, 1750, 13.125]",-662.6752418135006,1
21,-649.2318208590905,PIK3CA,22,0,"['PIK3CA', 55, 264, 145, 1486, 2.1350574]",-649.2318208590905,1
22,-490.90110040088666,COL19A1,23,0,"['COL19A1', 10, 12, 135, 1474, 9.098765]",-490.90110040088666,1
23,-465.863992267224,TAS2R10,24,0,"['TAS2R10', 5, 1, 130, 1473, 56.653843]",-465.863992267224,1
24,-453.5086195382708,TJAP1,25,0,"['TJAP1', 7, 5, 123, 1468, 16.708942]",-453.5086195382708,1
25,-437.5916876424668,TCEAL3,26,0,"['TCEAL3', 4, 1, 119, 1467, 49.310925]",-437.5916876424668,1
26,-427.394220295255,0,26,0,"['TCEAL3', 0, 0, 119, 1467, nan]",-427.394220295255,1
27,-10.070001049192127,0,26,1,"['TCEAL3', 4, 1, 0, 0, nan]",-10.070001049192127,1
28,-13.365837915196458,0,25,1,"['TJAP1', 7, 5, 0, 0, nan]",-13.365837915196458,1
29,-9.676958461082524,0,24,1,"['TAS2R10', 5, 1, 0, 0, nan]",-9.676958461082524,1
30,-20.316868177659924,0,23,1,"['COL19A1', 10, 12, 0, 0, nan]",-20.316868177659924,1
31,-145.61831859615,MAGI1,23,1,"['MAGI1', 7, 0, 48, 264, inf]",-145.61831859615,1
32,-134.2454988765871,0,23,0,"['MAGI1', 0, 0, 48, 264, nan]",-134.2454988765871,1
33,-8.983811280522577,0,23,1,"['MAGI1', 7, 0, 0, 0, nan]",-8.983811280522577,1
34,-11.74065164579422,0,21,1,"['CHIC2', 6, 4, 0, 0, nan]",-11.74065164579422,1
35,-11.927427552937557,0,20,1,"['AADACL4', 7, 5, 0, 0, nan]",-11.927427552937557,1
36,-10.877605428438876,0,19,1,"['ENTPD7', 6, 3, 0, 0, nan]",-10.877605428438876,1
37,-13.462276608380584,0,18,1,"['MBTD1', 8, 7, 0, 0, nan]",-13.462276608380584,1
38,-6.787715216566156,0,17,1,"['TMEM201', 4, 0, 0, 0, nan]",-6.787715216566156,1
39,-7.935117669403698,0,16,1,"['RAP1GDS1', 6, 2, 0, 0, nan]",-7.935117669403698,1
40,-39.136543005551246,MAP3K1,16,1,"['MAP3K1', 5, 0, 15, 36, inf]",-39.136543005551246,1
41,-32.12144818059343,ATP1A2,17,0,"['ATP1A2', 5, 31, 10, 5, 0.08064516]",-32.12144818059343,1
42,-14.263054453132892,0,17,0,"['ATP1A2', 0, 0, 10, 5, nan]",-14.263054453132892,1
43,-16.36002847357436,0,17,1,"['ATP1A2', 5, 31, 0, 0, nan]",-16.36002847357436,1
44,-6.682354700908331,0,16,1,"['MAP3K1', 5, 0, 0, 0, nan]",-6.682354700908331,1
45,-6.9542884163919725,0,14,1,"['IAH1', 6, 1, 0, 0, nan]",-6.9542884163919725,1
46,-49.51114232205882,SLCO5A1,14,1,"['SLCO5A1', 6, 0, 20, 49, inf]",-49.51114232205882,1
47,-42.98456197835582,0,14,0,"['SLCO5A1', 0, 0, 20, 49, nan]",-42.98456197835582,1
48,-6.261141235832027,0,14,1,"['SLCO5A1', 6, 0, 0, 0, nan]",-6.261141235832027,1
49,-448.4060688159092,OR52B4,13,1,"['OR52B4', 7, 0, 125, 1473, inf]",-448.4060688159092,1
50,-431.99739089031016,AKNA,14,0,"['AKNA', 12, 11, 113, 1462, 14.11424]",-431.99739089031016,1
51,-402.1116885736795,SEC63,15,0,"['SEC63', 7, 2, 106, 1460, 48.207546]",-402.1116885736795,1
52,-383.6955817386391,OR1S1,16,0,"['OR1S1', 10, 10, 96, 1450, 15.104167]",-383.6955817386391,1
53,-357.44746106047563,AP1G2,17,0,"['AP1G2', 10, 14, 86, 1436, 11.92691]",-357.44746106047563,1
54,-328.6398428593525,HYAL4,18,0,"['HYAL4', 7, 5, 79, 1431, 25.359493]",-328.6398428593525,1
55,-307.76134883320987,TRIM73,19,0,"['TRIM73', 7, 5, 72, 1426, 27.727777]",-307.76134883320987,1
56,-289.9392041907671,ACVR2B,20,0,"['ACVR2B', 4, 1, 68, 1425, 83.823524]",-289.9392041907671,1
57,-278.9002103652742,YIPF6,21,0,"['YIPF6', 3, 0, 65, 1425, inf]",-278.9002103652742,1
58,-270.13940478214323,GLI1,22,0,"['GLI1', 8, 21, 57, 1404, 9.383458]",-270.13940478214323,1
59,-244.1936665699999,RHBDF1,23,0,"['RHBDF1', 4, 3, 53, 1401, 35.245285]",-244.1936665699999,1
60,-230.72959219603064,NBN,24,0,"['NBN', 9, 32, 44, 1369, 8.7507105]",-230.72959219603064,1
61,-199.5950274210425,UBE2NL,25,0,"['UBE2NL', 5, 8, 39, 1361, 21.810898]",-199.5950274210425,1
62,-182.23187599158905,0,25,0,"['UBE2NL', 0, 0, 39, 1361, nan]",-182.23187599158905,1
63,-11.46871793031058,0,25,1,"['UBE2NL', 5, 8, 0, 0, nan]",-11.46871793031058,1
64,-27.044146351646724,0,24,1,"['NBN', 9, 32, 0, 0, nan]",-27.044146351646724,1
65,-9.900102012396731,0,23,1,"['RHBDF1', 4, 3, 0, 0, nan]",-9.900102012396731,1
66,-20.929634611002207,0,22,1,"['GLI1', 8, 21, 0, 0, nan]",-20.929634611002207,1
67,-7.715299955059071,0,21,1,"['YIPF6', 3, 0, 0, 0, nan]",-7.715299955059071,1
68,-8.343908614481444,0,20,1,"['ACVR2B', 4, 1, 0, 0, nan]",-8.343908614481444,1
69,-9.62484245994351,0,19,1,"['TRIM73', 7, 5, 0, 0, nan]",-9.62484245994351,1
70,-12.381682825215153,0,18,1,"['HYAL4', 7, 5, 0, 0, nan]",-12.381682825215153,1
71,-20.02359011970401,0,17,1,"['AP1G2', 10, 14, 0, 0, nan]",-20.02359011970401,1
72,-13.84242390850445,0,16,1,"['OR1S1', 10, 10, 0, 0, nan]",-13.84242390850445,1
73,-9.572726458804494,0,15,1,"['SEC63', 7, 2, 0, 0, nan]",-9.572726458804494,1
74,-16.734477752583608,0,14,1,"['AKNA', 12, 11, 0, 0, nan]",-16.734477752583608,1
75,-6.106990556004769,0,13,1,"['OR52B4', 7, 0, 0, 0, nan]",-6.106990556004769,1
76,-9.338288900871529,0,11,1,"['PKNOX1', 8, 4, 0, 0, nan]",-9.338288900871529,1
77,-8.854862251293683,0,10,1,"['BRAF', 1, 147, 0, 0, nan]",-8.854862251293683,1
78,-18.02693226919308,USP35,10,1,"['USP35', 6, 0, 6, 13, inf]",-18.02693226919308,1
79,-10.30336979691512,0,10,0,"['USP35', 0, 0, 6, 13, nan]",-10.30336979691512,1
80,-5.110412946024903,0,10,1,"['USP35', 6, 0, 0, 0, nan]",-5.110412946024903,1
81,-20.59721471168269,FAM135B,9,1,"['FAM135B', 0, 8, 14, 8, 0.0]",-20.59721471168269,1
82,-12.443435960411382,FAT1,10,0,"['FAT1', 0, 6, 14, 2, 0.0]",-12.443435960411382,1
83,-6.971165286739909,0,10,0,"['FAT1', 0, 0, 14, 2, nan]",-6.971165286739909,1
84,-5.110412946024903,0,10,1,"['FAT1', 0, 6, 0, 0, nan]",-5.110412946024903,1
85,-5.074045301854027,0,9,1,"['FAM135B', 0, 8, 0, 0, nan]",-5.074045301854027,1
86,-64.0185613721663,ASTN2,8,1,"['ASTN2', 8, 0, 26, 74, inf]",-64.0185613721663,1
87,-52.53589112211082,WIPI1,9,0,"['WIPI1', 8, 0, 18, 74, inf]",-52.53589112211082,1
88,-45.20724710529359,KIAA2026,10,0,"['KIAA2026', 6, 2, 12, 72, 18.0]",-45.20724710529359,1
89,-35.24487280380412,LRP4,11,0,"['LRP4', 3, 0, 9, 72, inf]",-35.24487280380412,1
90,-28.571936107716567,PCDHB11,12,0,"['PCDHB11', 3, 0, 6, 72, inf]",-28.571936107716567,1
91,-23.2469768102222,0,12,0,"['PCDHB11', 0, 0, 6, 72, nan]",-23.2469768102222,1
92,-5.126161302993042,0,12,1,"['PCDHB11', 3, 0, 0, 0, nan]",-5.126161302993042,1
93,-4.838479230541262,0,11,1,"['LRP4', 3, 0, 0, 0, nan]",-4.838479230541262,1
94,-6.209025234693013,0,10,1,"['KIAA2026', 6, 2, 0, 0, nan]",-6.209025234693013,1
95,-5.074045301854027,0,9,1,"['WIPI1', 8, 0, 0, 0, nan]",-5.074045301854027,1
96,-4.786363229402246,0,8,1,"['ASTN2', 8, 0, 0, 0, nan]",-4.786363229402246,1
97,-16.411898371254864,CLU,7,1,"['CLU', 10, 0, 5, 13, inf]",-16.411898371254864,1
98,-6.732273378457565,0,7,0,"['CLU', 0, 0, 5, 13, nan]",-6.732273378457565,1
99,-4.699351852412618,0,7,1,"['CLU', 10, 0, 0, 0, nan]",-4.699351852412618,1
100,-12.930316460005054,L3MBTL1,6,1,"['L3MBTL1', 0, 5, 14, 3, 0.0]",-12.930316460005054,1
101,-8.593025719172568,0,6,0,"['L3MBTL1', 0, 0, 14, 3, nan]",-8.593025719172568,1
102,-3.805533976390522,0,6,1,"['L3MBTL1', 0, 5, 0, 0, nan]",-3.805533976390522,1
103,-72.95373034855923,CDKN2A,5,1,"['CDKN2A', 2, 32, 38, 49, 0.0805921]",-72.95373034855923,1
104,-58.96834718679015,MRGPRF,6,0,"['MRGPRF', 34, 28, 4, 21, 6.375]",-58.96834718679015,1
105,-6.714254872954886,0,6,0,"['MRGPRF', 0, 0, 4, 21, nan]",-6.714254872954886,1
106,-40.677513933603485,KRTAP5-7,7,1,"['KRTAP5-7', 7, 19, 27, 9, 0.12280702]",-40.677513933603485,1
107,-21.13178864391537,0,7,0,"['KRTAP5-7', 0, 0, 27, 9, nan]",-21.13178864391537,1
108,-14.330672707781524,KAT6A,8,1,"['KAT6A', 5, 1, 2, 18, 45.0]",-14.330672707781524,1
109,-6.632189919900579,0,8,0,"['KAT6A', 0, 0, 2, 18, nan]",-6.632189919900579,1
110,-5.074045301854029,0,8,1,"['KAT6A', 5, 1, 0, 0, nan]",-5.074045301854029,1
111,-6.321212284845296,0,5,1,"['CDKN2A', 2, 32, 0, 0, nan]",-6.321212284845296,1
112,-302.00523951387305,ATAD1,4,1,"['ATAD1', 11, 135, 123, 303, 0.20072266]",-302.00523951387305,1
113,-248.24918435852905,CD19,5,0,"['CD19', 15, 2, 108, 301, 20.902779]",-248.24918435852905,1
114,-229.47263996149252,CYP4X1,6,0,"['CYP4X1', 10, 0, 98, 301, inf]",-229.47263996149252,1
115,-219.4299895601173,MAGEC3,7,0,"['MAGEC3', 7, 0, 91, 301, inf]",-219.4299895601173,1
116,-209.9435000264753,C14orf37,8,0,"['C14orf37', 8, 1, 83, 300, 28.915663]",-209.9435000264753,1
117,-198.85207440131404,LHX1,9,0,"['LHX1', 7, 1, 76, 299, 27.539473]",-198.85207440131404,1
118,-188.55301869047764,FASTKD1,10,0,"['FASTKD1', 5, 0, 71, 299, inf]",-188.55301869047764,1
119,-180.71807245782904,TRIML1,11,0,"['TRIML1', 7, 2, 64, 297, 16.242188]",-180.71807245782904,1
120,-168.36749430433676,PYGB,12,0,"['PYGB', 6, 1, 58, 296, 30.62069]",-168.36749430433676,1
121,-158.90392781769546,TMEM132B,13,0,"['TMEM132B', 4, 0, 54, 296, inf]",-158.90392781769546,1
122,-151.6079614216431,MEF2C,14,0,"['MEF2C', 4, 0, 50, 296, inf]",-151.6079614216431,1
123,-144.01557715327624,CES1,15,0,"['CES1', 5, 1, 45, 295, 32.77778]",-144.01557715327624,1
124,-133.954875279787,0,15,0,"['CES1', 0, 0, 45, 295, nan]",-133.954875279787,1
125,-7.087819809016495,0,15,1,"['CES1', 5, 1, 0, 0, nan]",-7.087819809016495,1
126,-5.924668999210814,0,14,1,"['MEF2C', 4, 0, 0, 0, nan]",-5.924668999210814,1
127,-5.6369869267590325,0,13,1,"['TMEM132B', 4, 0, 0, 0, nan]",-5.6369869267590325,1
128,-6.37892427148841,0,12,1,"['PYGB', 6, 1, 0, 0, nan]",-6.37892427148841,1
129,-6.630238699769317,0,11,1,"['TRIML1', 7, 2, 0, 0, nan]",-6.630238699769317,1
130,-4.956262266197646,0,10,1,"['FASTKD1', 5, 0, 0, 0, nan]",-4.956262266197646,1
131,-5.64940944675759,0,9,1,"['LHX1', 7, 1, 0, 0, nan]",-5.64940944675759,1
132,-5.479510409962192,0,8,1,"['C14orf37', 8, 1, 0, 0, nan]",-5.479510409962192,1
133,-4.380898121294083,0,7,1,"['MAGEC3', 7, 0, 0, 0, nan]",-4.380898121294083,1
134,-4.411669779960837,0,6,1,"['CYP4X1', 10, 0, 0, 0, nan]",-4.411669779960837,1
135,-5.597293445618576,0,5,1,"['CD19', 15, 2, 0, 0, nan]",-5.597293445618576,1
136,-34.0261243443282,BAIAP2,5,1,"['BAIAP2', 4, 0, 7, 135, inf]",-34.0261243443282,1
137,-27.621978723436275,RBM14,6,0,"['RBM14', 2, 0, 5, 135, inf]",-27.621978723436275,1
138,-21.014990756454456,CDH1,7,0,"['CDH1', 2, 0, 3, 135, inf]",-21.014990756454456,1
139,-13.232704679846517,KIAA0100,8,0,"['KIAA0100', 2, 0, 1, 135, inf]",-13.232704679846517,1
140,-8.19494071836192,0,8,0,"['KIAA0100', 0, 0, 1, 135, nan]",-8.19494071836192,1
141,-3.6877509407341376,0,8,1,"['KIAA0100', 2, 0, 0, 0, nan]",-3.6877509407341376,1
142,-3.4000688682823568,0,7,1,"['CDH1', 2, 0, 0, 0, nan]",-3.4000688682823568,1
143,-3.112386795830576,0,6,1,"['RBM14', 2, 0, 0, 0, nan]",-3.112386795830576,1
144,-3.335530347144785,0,5,1,"['BAIAP2', 4, 0, 0, 0, nan]",-3.335530347144785,1
145,-26.7417691082792,CACNG5,3,1,"['CACNG5', 14, 2, 10, 15, 10.5]",-26.7417691082792,1
146,-15.274723047852444,TBKBP1,4,0,"['TBKBP1', 0, 9, 10, 6, 0.0]",-15.274723047852444,1
147,-8.112971754073328,0,4,0,"['TBKBP1', 0, 0, 10, 6, nan]",-8.112971754073328,1
148,-3.740995455252951,0,4,1,"['TBKBP1', 0, 9, 0, 0, nan]",-3.740995455252951,1
149,-4.957390779577443,0,3,1,"['CACNG5', 14, 2, 0, 0, nan]",-4.957390779577443,1
150,-148.49148718516904,ZNF536,2,1,"['ZNF536', 0, 32, 91, 116, 0.0]",-148.49148718516904,1
151,-135.8533542547291,MIR31HG,3,0,"['MIR31HG', 0, 20, 91, 96, 0.0]",-135.8533542547291,1
152,-123.8012290722473,KAT6A,4,0,"['KAT6A', 0, 17, 91, 79, 0.0]",-123.8012290722473,1
153,-112.4185583445062,PRDM9,5,0,"['PRDM9', 0, 14, 91, 65, 0.0]",-112.4185583445062,1
154,-103.141355107973,EVPL,6,0,"['EVPL', 0, 10, 91, 55, 0.0]",-103.141355107973,1
155,-95.95569780005098,JUP,7,0,"['JUP', 8, 18, 83, 37, 0.19812584]",-95.95569780005098,1
156,-72.04392034368853,AHNAK,8,0,"['AHNAK', 0, 7, 83, 30, 0.0]",-72.04392034368853,1
157,-63.78813438649777,CAD,9,0,"['CAD', 0, 6, 83, 24, 0.0]",-63.78813438649777,1
158,-54.51362125580211,CRB2,10,0,"['CRB2', 0, 6, 83, 18, 0.0]",-54.51362125580211,1
159,-47.228671750678814,POLG,11,0,"['POLG', 0, 4, 83, 14, 0.0]",-47.228671750678814,1
160,-39.09902202376811,LAMA3,12,0,"['LAMA3', 1, 5, 82, 9, 0.02195122]",-39.09902202376811,1
161,-29.72544735323149,ALMS1,13,0,"['ALMS1', 0, 3, 82, 6, 0.0]",-29.72544735323149,1
162,-24.160671550683364,DSCAM,14,0,"['DSCAM', 0, 2, 82, 4, 0.0]",-24.160671550683364,1
163,-18.01300485801502,KRTAP5-9,15,0,"['KRTAP5-9', 0, 2, 82, 2, 0.0]",-18.01300485801502,1
164,-10.120366055693143,0,15,0,"['KRTAP5-9', 0, 0, 82, 2, nan]",-10.120366055693143,1
165,-5.701525447896604,0,15,1,"['KRTAP5-9', 0, 2, 0, 0, nan]",-5.701525447896604,1
166,-5.413843375444824,0,14,1,"['DSCAM', 0, 2, 0, 0, nan]",-5.413843375444824,1
167,-5.413843375444824,0,13,1,"['ALMS1', 0, 3, 0, 0, nan]",-5.413843375444824,1
168,-6.224773591661153,0,12,1,"['LAMA3', 1, 5, 0, 0, nan]",-6.224773591661153,1
169,-5.061622781855471,0,11,1,"['POLG', 0, 4, 0, 0, nan]",-5.061622781855471,1
170,-5.110412946024903,0,10,1,"['CRB2', 0, 6, 0, 0, nan]",-5.110412946024903,1
171,-4.822730873573122,0,9,1,"['CAD', 0, 6, 0, 0, nan]",-4.822730873573122,1
172,-4.668580193745864,0,8,1,"['AHNAK', 0, 7, 0, 0, nan]",-4.668580193745864,1
173,-12.53891323855347,APPBP2,8,1,"['APPBP2', 6, 0, 2, 18, inf]",-12.53891323855347,1
174,-6.632189919900579,0,8,0,"['APPBP2', 0, 0, 2, 18, nan]",-6.632189919900579,1
175,-4.5350488011213415,0,8,1,"['APPBP2', 6, 0, 0, 0, nan]",-4.5350488011213415,1
176,-4.411669779960837,0,6,1,"['EVPL', 0, 10, 0, 0, nan]",-4.411669779960837,1
177,-4.434142635812896,0,5,1,"['PRDM9', 0, 14, 0, 0, nan]",-4.434142635812896,1
178,-4.328782120155067,0,4,1,"['KAT6A', 0, 17, 0, 0, nan]",-4.328782120155067,1
179,-4.195250727530546,0,3,1,"['MIR31HG', 0, 20, 0, 0, nan]",-4.195250727530546,1
180,-4.359553778821844,0,2,1,"['ZNF536', 0, 32, 0, 0, nan]",-4.359553778821844,1
0,-2186.623930021131,PIK3CA,1,2,"['PIK3CA', 248, 772, 550, 3527, 2.0600471031559113]",-2186.623930021131,2
1,-1596.444561937441,HEATR6,2,0,"['HEATR6', 43, 66, 507, 3461, 4.447522]",-1596.444561937441,2
2,-1509.3965888329485,C1orf226,3,0,"['C1orf226', 38, 85, 469, 3376, 3.218061]",-1509.3965888329485,2
3,-1420.543839970869,MAN1C1,4,0,"['MAN1C1', 11, 7, 458, 3369, 11.559264]",-1420.543839970869,2
4,-1398.0053099209283,DNAJC30,5,0,"['DNAJC30', 15, 19, 443, 3350, 5.970061]",-1398.0053099209283,2
5,-1364.5529744501791,SLC16A8,6,0,"['SLC16A8', 9, 6, 434, 3344, 11.557604]",-1364.5529744501791,2
6,-1345.0643337717142,BCHE,7,0,"['BCHE', 0, 106, 434, 3238, 0.0]",-1345.0643337717142,2
7,-1332.038492761036,LINC00845,8,0,"['LINC00845', 12, 13, 422, 3225, 7.05432]",-1332.038492761036,2
8,-1304.534442317121,TBC1D20,9,0,"['TBC1D20', 6, 1, 416, 3224, 46.5]",-1304.534442317121,2
9,-1293.299484691966,NEK5,10,0,"['NEK5', 0, 98, 416, 3126, 0.0]",-1293.299484691966,2
10,-1280.6995305130292,CPXM2,11,0,"['CPXM2', 18, 32, 398, 3094, 4.3728013]",-1280.6995305130292,2
11,-1239.4255542503452,CALCA,12,0,"['CALCA', 11, 14, 387, 3080, 6.25323]",-1239.4255542503452,2
12,-1214.016059962884,WNK2,13,0,"['WNK2', 9, 9, 378, 3071, 8.124338]",-1214.016059962884,2
13,-1193.0935218873055,HSPH1,14,0,"['HSPH1', 11, 14, 367, 3057, 6.5447645]",-1193.0935218873055,2
14,-1167.7120254094427,TP53,15,0,"['TP53', 115, 1340, 252, 1717, 0.58474004]",-1167.7120254094427,2
15,-752.7292496299589,CCND1,16,0,"['CCND1', 28, 61, 224, 1656, 3.3934426]",-752.7292496299589,2
16,-687.9483532410258,NRK,17,0,"['NRK', 13, 18, 211, 1638, 5.6066346]",-687.9483532410258,2
17,-658.3466132369425,IL33,18,0,"['IL33', 5, 1, 206, 1637, 39.73301]",-658.3466132369425,2
18,-647.5153838699364,TBX22,19,0,"['TBX22', 5, 1, 201, 1636, 40.696518]",-647.5153838699364,2
19,-636.7955616467663,MRGPRF,20,0,"['MRGPRF', 4, 0, 197, 1636, inf]",-636.7955616467663,2
20,-628.4191309867242,FAM9A,21,0,"['FAM9A', 6, 3, 191, 1633, 17.099476]",-628.4191309867242,2
21,-614.7695783883585,ZNF581,22,0,"['ZNF581', 6, 3, 185, 1630, 17.621622]",-614.7695783883585,2
22,-600.9649939721523,ZNF554,23,0,"['ZNF554', 6, 3, 179, 1627, 18.17877]",-600.9649939721523,2
23,-586.9615573027348,ELAVL3,24,0,"['ELAVL3', 7, 5, 172, 1622, 13.202326]",-586.9615573027348,2
24,-571.8283417886481,IFNA6,25,0,"['IFNA6', 17, 46, 155, 1576, 3.7576437]",-571.8283417886481,2
25,-526.5261795868058,PIWIL2,26,0,"['PIWIL2', 16, 42, 139, 1534, 4.20418]",-526.5261795868058,2
26,-483.8936090583478,0,26,0,"['PIWIL2', 0, 0, 139, 1534, nan]",-483.8936090583478,2
27,-37.61247504760901,EGR3,27,1,"['EGR3', 8, 40, 8, 2, 0.05]",-37.61247504760901,2
28,-11.350934894654191,0,27,0,"['EGR3', 0, 0, 8, 2, nan]",-11.350934894654191,2
29,-23.05172946324936,0,27,1,"['EGR3', 8, 40, 0, 0, nan]",-23.05172946324936,2
30,-41.06680522854571,RYR2,26,1,"['RYR2', 8, 3, 9, 43, 12.740742]",-41.06680522854571,2
31,-29.51914454164225,0,26,0,"['RYR2', 0, 0, 9, 43, nan]",-29.51914454164225,2
32,-11.350934894654191,0,26,1,"['RYR2', 8, 3, 0, 0, nan]",-11.350934894654191,2
33,-12.875631578633206,0,24,1,"['ELAVL3', 7, 5, 0, 0, nan]",-12.875631578633206,2
34,-12.028333718246,0,23,1,"['ZNF554', 6, 3, 0, 0, nan]",-12.028333718246,2
35,-11.74065164579422,0,22,1,"['ZNF581', 6, 3, 0, 0, nan]",-11.74065164579422,2
36,-9.661210104114383,0,21,1,"['FAM9A', 6, 3, 0, 0, nan]",-9.661210104114383,2
37,-7.650761433921499,0,20,1,"['MRGPRF', 4, 0, 0, 0, nan]",-7.650761433921499,2
38,-8.238548098823617,0,19,1,"['TBX22', 5, 1, 0, 0, nan]",-8.238548098823617,2
39,-7.950866026371838,0,18,1,"['IL33', 5, 1, 0, 0, nan]",-7.950866026371838,2
40,-23.733546631685588,0,17,1,"['NRK', 13, 18, 0, 0, nan]",-23.733546631685588,2
41,-58.10323319605962,0,16,1,"['CCND1', 28, 61, 0, 0, nan]",-58.10323319605962,2
42,-400.8345986048983,SMARCAL1,16,1,"['SMARCAL1', 6, 2, 109, 1338, 36.825687]",-400.8345986048983,2
43,-385.6985160459626,CYP2C19,17,0,"['CYP2C19', 9, 10, 100, 1328, 11.952]",-385.6985160459626,2
44,-361.636977233408,GRM4,18,0,"['GRM4', 7, 5, 93, 1323, 19.91613]",-361.636977233408,2
45,-343.60485098329184,GAS2L2,19,0,"['GAS2L2', 8, 10, 85, 1313, 12.357647]",-343.60485098329184,2
46,-319.8225390764051,FSHB,20,0,"['FSHB', 5, 1, 80, 1312, 82.0]",-319.8225390764051,2
47,-306.97768510235454,DUS3L,21,0,"['DUS3L', 5, 2, 75, 1310, 43.666668]",-306.97768510235454,2
48,-292.44746199875385,CCDC74A,22,0,"['CCDC74A', 5, 2, 70, 1308, 46.714287]",-292.44746199875385,2
49,-279.5110655571372,IDH1,23,0,"['IDH1', 5, 4, 65, 1304, 25.076923]",-279.5110655571372,2
50,-264.93856423733735,JKAMP,24,0,"['JKAMP', 4, 2, 61, 1302, 42.688526]",-264.93856423733735,2
51,-253.03773122346243,TMEM79,25,0,"['TMEM79', 7, 15, 54, 1287, 11.122222]",-253.03773122346243,2
52,-231.3052582642828,OR2T35,26,0,"['OR2T35', 6, 13, 48, 1274, 12.25]",-231.3052582642828,2
53,-212.8104150716757,TAS2R3,27,0,"['TAS2R3', 5, 12, 43, 1262, 12.2286825]",-212.8104150716757,2
54,-195.74944037041612,CYP21A2,28,0,"['CYP21A2', 4, 7, 39, 1255, 18.388279]",-195.74944037041612,2
55,-182.02311540687444,0,28,0,"['CYP21A2', 0, 0, 39, 1255, nan]",-182.02311540687444,2
56,-13.689887631819117,0,28,1,"['CYP21A2', 4, 7, 0, 0, nan]",-13.689887631819117,2
57,-12.411806855339456,0,27,1,"['TAS2R3', 5, 12, 0, 0, nan]",-12.411806855339456,2
58,-16.803402941029493,0,26,1,"['OR2T35', 6, 13, 0, 0, nan]",-16.803402941029493,2
59,-20.03024693554688,0,25,1,"['TMEM79', 7, 15, 0, 0, nan]",-20.03024693554688,2
60,-9.900102012396731,0,24,1,"['JKAMP', 4, 2, 0, 0, nan]",-9.900102012396731,2
61,-10.305567120504897,0,23,1,"['IDH1', 5, 4, 0, 0, nan]",-10.305567120504897,2
62,-9.507059424287124,0,22,1,"['CCDC74A', 5, 2, 0, 0, nan]",-9.507059424287124,2
63,-9.219377351835345,0,21,1,"['DUS3L', 5, 2, 0, 0, nan]",-9.219377351835345,2
64,-8.526230171275401,0,20,1,"['FSHB', 5, 1, 0, 0, nan]",-8.526230171275401,2
65,-14.45415569757889,0,19,1,"['GAS2L2', 8, 10, 0, 0, nan]",-14.45415569757889,2
66,-12.738357769153884,0,18,1,"['GRM4', 7, 5, 0, 0, nan]",-12.738357769153884,2
67,-12.258303804054645,0,17,1,"['CYP2C19', 9, 10, 0, 0, nan]",-12.258303804054645,2
68,-7.935117669403699,0,16,1,"['SMARCAL1', 6, 2, 0, 0, nan]",-7.935117669403699,2
